"","id","nm","lat","lon","countryCode","cityid","g","dt_txt","temp","pressure","humidity","temp_min","temp_max","weather_id","weather_main","weather_description","weather_icon","wind_speed","wind_deg","clouds_all","visibility","dt","name","coord_lon","coord_lat","sys_country","sys_timezone","sys_sunrise","sys_sunset","feels_like","sea_level","grnd_level"
"1",3515302,"Toluca",19.28833,-99.667221,"MX","MXtoluca",1,"2020-04-21 19:15:00",294.15,1027,40,294.15,294.15,803,"Clouds","broken clouds","04d",2.6,250,75,9656,1587514500,"Toluca",-99.67,19.29,"MX",-18000,1587471374,1587517074,291.6,NA,NA
"2",3676623,"Leticia",-4.21528,-69.940559,"CO","COleticia",2,"2020-04-21 19:15:18",302.15,1011,83,302.15,302.15,521,"Rain","shower rain","09n",1.5,150,75,8000,1587514518,"Leticia",-69.94,-4.22,"CO",-18000,1587465503,1587508677,308.04,NA,NA
"3",3665900,"Villavicencio",4.142,-73.62664,"CO","COvillavicencio",3,"2020-04-21 19:15:18",300.15,1012,74,300.15,300.15,721,"Haze","haze","50n",2.1,270,20,8000,1587514518,"Villavicencio",-73.63,4.14,"CO",-18000,1587465958,1587509993,303.36,NA,NA
"4",3668605,"Santa Marta",11.24079,-74.199043,"CO","COsanta marta",4,"2020-04-21 19:15:18",299.26,1004,83,299.26,299.26,500,"Rain","light rain","10n",5.92,58,60,NA,1587514518,"Santa Marta",-74.2,11.24,"CO",-18000,1587465719,1587510505,300.35,NA,NA
"5",3688689,"Bogota",4.60971,-74.081749,"CO","CObogota",5,"2020-04-21 19:15:19",288.15,1027,82,288.15,288.15,521,"Rain","shower rain","09n",2.6,230,40,10000,1587514519,"Bogota",-74.08,4.61,"CO",-18000,1587466041,1587510125,286.93,NA,NA
"6",3981609,"Tijuana",32.533329,-117.01667,"MX","MXtijuana",6,"2020-04-21 19:15:34",291.98,1018,68,290.93,293.15,721,"Haze","haze","50d",5.7,270,40,9656,1587514534,"Tijuana",-117.02,32.53,"MX",-25200,1587474653,1587522122,288.86,NA,NA
"7",4006702,"Ensenada",31.866671,-116.616669,"MX","MXensenada",7,"2020-04-21 19:15:34",290.93,1017,80,290.93,290.93,801,"Clouds","few clouds","02d",2.24,5,21,NA,1587514534,"Ensenada",-116.62,31.87,"MX",-25200,1587474607,1587521976,290.72,NA,NA
"8",3995465,"Monterrey",25.66667,-100.316673,"MX","MXmonterrey",8,"2020-04-21 19:15:34",304.26,1010,46,303.15,306.15,804,"Clouds","overcast clouds","04d",6.7,100,90,6437,1587514534,"Monterrey",-100.32,25.67,"MX",-18000,1587471132,1587517628,302.41,NA,NA
"9",3514783,"Veracruz",19.200001,-96.133331,"MX","MXveracruz",9,"2020-04-21 19:15:00",304.12,1008,55,303.15,305.15,800,"Clear","clear sky","01d",4.6,70,5,9656,1587514500,"Veracruz",-96.13,19.2,"MX",-18000,1587470530,1587516219,305.01,NA,NA
"10",3992619,"Piedras Negras",28.700001,-100.51667,"MX","MXpiedras negras",10,"2020-04-21 19:15:34",301.84,1009,63,301.84,301.84,804,"Clouds","overcast clouds","04d",7.53,99,99,NA,1587514534,"Piedras Negras",-100.52,28.7,"MX",-18000,1587470975,1587517881,300.72,1009,984
